timestamp,date,temperature (*C),humidity (%),pressure (hPa),wind_speed (km/h),wind_direction,battery_voltage (V)
1614002512,2021-02-22T15:01:52+01:00,15.50,35,1002.79,3.90,5.0,13.3
1614003113,2021-02-22T15:11:53+01:00,15.56,34,1002.80,5.80,7.0,13.7
1614003712,2021-02-22T15:21:52+01:00,15.75,34,1002.88,3.20,5.0,13.1
1614004313,2021-02-22T15:31:53+01:00,15.69,33,1002.92,1.90,4.0,13.0
1614004913,2021-02-22T15:41:53+01:00,15.69,33,1002.87,5.10,2.0,12.9
1614005509,2021-02-22T15:51:49+01:00,15.25,33,1002.62,4.70,5.0,12.9
1614006105,2021-02-22T16:01:45+01:00,15.38,56,1002.85,6.10,3.0,13.0
1614006707,2021-02-22T16:11:47+01:00,14.88,33,1002.50,1.50,2.0,13.3
1614007309,2021-02-22T16:21:49+01:00,15.12,34,1003.26,6.80,6.0,13.3
1614007912,2021-02-22T16:31:52+01:00,14.75,34,1002.12,3.80,8.0,12.9
1614008510,2021-02-22T16:41:50+01:00,13.94,34,1001.35,3.80,8.0,12.8
1614009108,2021-02-22T16:51:48+01:00,13.75,35,1001.32,0.00,13.0,12.7
1614009710,2021-02-22T17:01:50+01:00,13.69,35,1001.28,0.00,4.0,12.7
1614010310,2021-02-22T17:11:50+01:00,13.56,35,1001.26,0.00,4.0,12.7
1614010913,2021-02-22T17:21:53+01:00,13.31,35,1001.12,3.20,6.0,12.7
1614011510,2021-02-22T17:31:50+01:00,13.12,35,1000.97,0.00,4.0,12.7
1614012112,2021-02-22T17:41:52+01:00,12.88,34,1000.58,0.90,6.0,12.6
1614012715,2021-02-22T17:51:55+01:00,12.56,35,1000.48,0.10,8.0,12.6
1614013312,2021-02-22T18:01:52+01:00,12.38,35,1000.42,1.10,8.0,12.6
1614063726,2021-02-23T08:02:06+01:00,6.25,72,998.96,7.40,11.0,12.4
1614064311,2021-02-23T08:11:51+01:00,6.44,72,999.56,3.60,11.0,12.4
1614064911,2021-02-23T08:21:51+01:00,6.75,40,999.95,6.10,10.0,12.4
1614065512,2021-02-23T08:31:52+01:00,7.12,39,1000.84,11.40,12.0,12.5
1614066112,2021-02-23T08:41:52+01:00,7.62,39,1001.66,4.20,10.0,12.5
1614066712,2021-02-23T08:51:52+01:00,8.19,38,1002.74,2.10,11.0,12.6
1614067314,2021-02-23T09:01:54+01:00,8.75,38,1003.59,4.90,10.0,12.7
1614067913,2021-02-23T09:11:53+01:00,9.19,37,1004.23,6.20,12.0,12.8
1614068511,2021-02-23T09:21:51+01:00,9.69,36,1005.04,8.20,12.0,12.9
1614069111,2021-02-23T09:31:51+01:00,10.19,36,1005.64,12.00,12.0,13.0
1614069710,2021-02-23T09:41:50+01:00,10.62,35,1006.33,14.80,11.0,13.1
1614070312,2021-02-23T09:51:52+01:00,11.06,35,1007.22,9.30,11.0,13.1
1614070911,2021-02-23T10:01:51+01:00,11.81,34,1008.20,3.40,12.0,13.2
1614071510,2021-02-23T10:11:50+01:00,12.19,34,1008.70,19.40,12.0,13.2
1614072110,2021-02-23T10:21:50+01:00,12.88,34,1009.80,3.60,13.0,13.2
1614072712,2021-02-23T10:31:52+01:00,12.88,34,1010.53,10.30,13.0,13.3
1614073310,2021-02-23T10:41:50+01:00,14.12,34,1011.48,12.20,12.0,13.3
1614073910,2021-02-23T10:51:50+01:00,14.56,35,1012.14,8.30,14.0,13.4
1614074512,2021-02-23T11:01:52+01:00,15.38,34,1013.19,2.50,8.0,13.5
1614075112,2021-02-23T11:11:52+01:00,16.31,34,1014.51,2.40,10.0,13.7
1614075712,2021-02-23T11:21:52+01:00,17.12,33,1015.37,4.80,14.0,14.6
1614076313,2021-02-23T11:31:53+01:00,17.81,33,1016.32,1.20,12.0,14.6
1614076910,2021-02-23T11:41:50+01:00,17.81,33,1016.32,8.10,10.0,14.5
1614077510,2021-02-23T11:51:50+01:00,18.00,33,1016.60,8.80,10.0,14.0
1614078113,2021-02-23T12:01:53+01:00,18.38,33,1016.90,8.30,12.0,14.5
1614078714,2021-02-23T12:11:54+01:00,19.19,32,1018.00,4.70,13.0,14.5
1614079312,2021-02-23T12:21:52+01:00,19.38,32,1018.23,1.30,11.0,14.5
1614079914,2021-02-23T12:31:54+01:00,19.94,32,1019.18,6.10,12.0,14.4
1614080513,2021-02-23T12:41:53+01:00,19.94,32,1018.93,3.90,13.0,14.5
1614081111,2021-02-23T12:51:51+01:00,20.50,32,1020.00,2.20,8.0,14.4
1614081712,2021-02-23T13:01:52+01:00,20.50,32,1020.84,0.10,12.0,14.4
1614082310,2021-02-23T13:11:50+01:00,21.06,32,1021.75,4.20,12.0,14.4
1614082911,2021-02-23T13:21:51+01:00,21.31,32,1022.17,6.40,14.0,14.4
1614083512,2021-02-23T13:31:52+01:00,21.44,32,1022.49,2.90,13.0,13.8
1614084111,2021-02-23T13:41:51+01:00,21.38,32,1022.52,3.00,12.0,13.8
1614084713,2021-02-23T13:51:53+01:00,21.62,32,1023.37,0.60,2.0,13.8
1614085312,2021-02-23T14:01:52+01:00,21.62,32,1023.71,0.00,2.0,13.8
1614085911,2021-02-23T14:11:51+01:00,21.69,32,1023.64,2.10,12.0,13.8
1614086508,2021-02-23T14:21:48+01:00,22.06,32,1024.14,2.40,12.0,13.8
1614087105,2021-02-23T14:31:45+01:00,22.19,32,1024.57,0.80,13.0,13.8
1614087707,2021-02-23T14:41:47+01:00,22.38,32,1024.85,3.30,10.0,13.8
1614088309,2021-02-23T14:51:49+01:00,22.38,33,1024.67,6.80,11.0,13.8
1614088915,2021-02-23T15:01:55+01:00,21.94,33,1024.08,2.90,13.0,13.8
1614089513,2021-02-23T15:11:53+01:00,21.94,32,1024.42,0.30,15.0,13.8
1614090111,2021-02-23T15:21:51+01:00,21.94,32,1024.29,2.10,15.0,13.8
1614090714,2021-02-23T15:31:54+01:00,21.75,32,1023.95,5.80,9.0,13.7
1614091317,2021-02-23T15:41:57+01:00,21.62,45,1023.98,1.20,10.0,13.8
1614091911,2021-02-23T15:51:51+01:00,21.31,32,1023.57,6.30,9.0,13.8
1614092512,2021-02-23T16:01:52+01:00,20.81,33,1022.23,11.30,9.0,13.8
1614093111,2021-02-23T16:11:51+01:00,20.56,33,1022.21,5.30,11.0,13.8
1614093711,2021-02-23T16:21:51+01:00,20.25,33,1021.68,6.60,11.0,13.8
1614094313,2021-02-23T16:31:53+01:00,19.88,33,1021.36,2.20,6.0,13.8
1614094912,2021-02-23T16:41:52+01:00,19.50,34,1020.73,5.10,8.0,14.4
1614095514,2021-02-23T16:51:54+01:00,19.06,34,1019.85,2.40,9.0,13.3
1614096111,2021-02-23T17:01:51+01:00,18.69,34,1019.39,5.00,8.0,13.1
1614096710,2021-02-23T17:11:50+01:00,18.25,35,1018.59,3.30,8.0,13.0
1614097310,2021-02-23T17:21:50+01:00,17.75,34,1017.64,4.40,8.0,12.9
1614097911,2021-02-23T17:31:51+01:00,17.19,34,1016.96,2.10,7.0,12.8
1614098512,2021-02-23T17:41:52+01:00,16.56,35,1016.28,7.30,11.0,12.8
1614099112,2021-02-23T17:51:52+01:00,16.50,35,1015.94,8.10,10.0,12.8
1614099710,2021-02-23T18:01:50+01:00,16.00,35,1015.42,9.30,9.0,12.7
1614150118,2021-02-24T08:01:58+01:00,8.19,35,1007.03,4.40,13.0,12.5
1614150713,2021-02-24T08:11:53+01:00,8.50,39,1007.52,6.00,12.0,12.5
1614151311,2021-02-24T08:21:51+01:00,8.69,38,1007.93,7.50,13.0,12.5
1614151913,2021-02-24T08:31:53+01:00,9.06,38,1008.36,3.10,11.0,12.5
1614152514,2021-02-24T08:41:54+01:00,9.50,37,1008.92,1.70,15.0,12.6
1614153112,2021-02-24T08:51:52+01:00,9.94,37,1009.58,4.00,12.0,12.6
1614153712,2021-02-24T09:01:52+01:00,10.38,37,1010.30,2.50,12.0,12.7
1614154313,2021-02-24T09:11:53+01:00,10.81,36,1010.84,3.90,13.0,12.8
1614154912,2021-02-24T09:21:52+01:00,11.31,35,1011.54,6.50,12.0,12.9
1614155512,2021-02-24T09:31:52+01:00,11.94,35,1012.48,3.10,11.0,13.0
1614156111,2021-02-24T09:41:51+01:00,12.44,36,1012.96,6.30,11.0,13.1
1614156711,2021-02-24T09:51:51+01:00,12.94,36,1013.77,3.80,11.0,13.1
1614157312,2021-02-24T10:01:52+01:00,13.44,36,1014.42,10.10,12.0,13.2
1614157909,2021-02-24T10:11:49+01:00,13.81,35,1014.80,8.90,12.0,13.2
1614158510,2021-02-24T10:21:50+01:00,14.62,36,1015.95,4.00,12.0,13.2
1614159111,2021-02-24T10:31:51+01:00,15.25,36,1016.52,4.10,11.0,13.3
1614159714,2021-02-24T10:41:54+01:00,15.94,35,1017.57,5.20,12.0,13.3
1614160308,2021-02-24T10:51:48+01:00,16.06,35,1017.43,9.20,12.0,13.4
1614160912,2021-02-24T11:01:52+01:00,16.94,34,1018.71,4.30,11.0,13.5
1614161511,2021-02-24T11:11:51+01:00,17.56,34,1019.31,5.10,13.0,14.5
1614162111,2021-02-24T11:21:51+01:00,18.25,34,1020.26,7.40,12.0,14.5
1614162713,2021-02-24T11:31:53+01:00,18.50,34,1020.74,4.60,13.0,14.5
1614163314,2021-02-24T11:41:54+01:00,19.31,33,1021.76,6.30,12.0,14.5
1614163913,2021-02-24T11:51:53+01:00,19.56,33,1021.95,4.90,12.0,14.5
1614164510,2021-02-24T12:01:50+01:00,19.94,34,1022.37,5.20,12.0,14.5
1614165110,2021-02-24T12:11:50+01:00,20.44,34,1022.89,3.90,8.0,14.4
1614165710,2021-02-24T12:21:50+01:00,21.19,33,1023.93,3.70,12.0,14.4
1614166310,2021-02-24T12:31:50+01:00,21.38,33,1024.19,3.00,13.0,14.4
1614166912,2021-02-24T12:41:52+01:00,21.12,33,1023.44,4.30,11.0,14.4
1614167513,2021-02-24T12:51:53+01:00,21.62,32,1024.54,0.20,11.0,14.4
1614168112,2021-02-24T13:01:52+01:00,22.00,33,1024.90,3.10,10.0,14.4
1614168712,2021-02-24T13:11:52+01:00,21.94,32,1024.49,1.70,10.0,14.3
1614169312,2021-02-24T13:21:52+01:00,22.12,32,1025.16,0.90,4.0,14.4
1614169912,2021-02-24T13:31:52+01:00,22.38,32,1025.68,1.80,8.0,13.8
1614170509,2021-02-24T13:41:49+01:00,22.44,33,1025.78,1.30,15.0,13.8
1614171111,2021-02-24T13:51:51+01:00,22.50,33,1026.00,3.70,11.0,13.8
1614171712,2021-02-24T14:01:52+01:00,22.62,33,1026.83,0.70,11.0,13.7
1614172311,2021-02-24T14:11:51+01:00,22.75,34,1027.20,3.30,9.0,13.7
1614172910,2021-02-24T14:21:50+01:00,22.94,33,1027.76,3.70,8.0,13.8
1614173512,2021-02-24T14:31:52+01:00,22.81,33,1027.55,5.10,10.0,13.7
1614174110,2021-02-24T14:41:50+01:00,22.81,34,1027.35,3.40,13.0,13.7
1614174712,2021-02-24T14:51:52+01:00,22.88,34,1027.76,2.90,8.0,13.7
1614175311,2021-02-24T15:01:51+01:00,22.69,34,1027.56,0.70,7.0,13.8
1614175910,2021-02-24T15:11:50+01:00,22.81,34,1027.61,3.90,8.0,13.7
1614176512,2021-02-24T15:21:52+01:00,22.88,34,1027.65,6.10,8.0,13.7
1614177111,2021-02-24T15:31:51+01:00,22.56,34,1027.08,3.30,12.0,13.7
1614177714,2021-02-24T15:41:54+01:00,22.31,34,1026.73,1.70,12.0,13.7
1614178310,2021-02-24T15:51:50+01:00,22.25,46,1026.58,7.90,12.0,13.7
1614178913,2021-02-24T16:01:53+01:00,21.94,35,1026.16,0.10,16.0,13.7
1614179511,2021-02-24T16:11:51+01:00,21.75,35,1025.66,2.10,10.0,13.8
1614180111,2021-02-24T16:21:51+01:00,21.31,35,1024.80,3.10,12.0,13.7
1614180712,2021-02-24T16:31:52+01:00,20.88,34,1024.25,3.20,9.0,13.7
1614181311,2021-02-24T16:41:51+01:00,20.56,35,1023.81,0.00,9.0,13.3
1614181910,2021-02-24T16:51:50+01:00,20.12,35,1022.69,0.00,2.0,13.2
1614182513,2021-02-24T17:01:53+01:00,19.56,36,1021.89,0.00,13.0,13.1
1614183111,2021-02-24T17:11:51+01:00,19.06,36,1020.79,0.00,12.0,13.0
1614183712,2021-02-24T17:21:52+01:00,18.56,36,1019.47,0.00,13.0,12.9
1614184313,2021-02-24T17:31:53+01:00,17.88,37,1017.80,0.90,8.0,12.8
1614184912,2021-02-24T17:41:52+01:00,17.31,36,1016.36,0.10,6.0,12.8
1614185510,2021-02-24T17:51:50+01:00,16.69,37,1015.24,0.00,8.0,12.8
1614186110,2021-02-24T18:01:50+01:00,16.06,37,1014.46,0.00,8.0,12.8
1614236511,2021-02-25T08:01:51+01:00,6.75,38,1002.90,5.20,12.0,12.5
1614237110,2021-02-25T08:11:50+01:00,7.25,44,1003.52,1.70,11.0,12.5
1614237713,2021-02-25T08:21:53+01:00,7.69,43,1004.20,6.60,10.0,12.6
1614238313,2021-02-25T08:31:53+01:00,8.31,42,1004.98,5.50,11.0,12.6
1614238913,2021-02-25T08:41:53+01:00,8.88,41,1005.75,8.50,11.0,12.7
1614239512,2021-02-25T08:51:52+01:00,9.38,40,1006.51,8.80,12.0,12.8
1614240110,2021-02-25T09:01:50+01:00,10.12,40,1007.57,10.60,12.0,12.9
1614240714,2021-02-25T09:11:54+01:00,10.75,39,1008.53,2.40,15.0,13.0
1614241314,2021-02-25T09:21:54+01:00,11.38,38,1009.25,8.80,12.0,13.1
1614241915,2021-02-25T09:31:55+01:00,11.81,37,1009.95,8.30,11.0,13.1
1614242511,2021-02-25T09:41:51+01:00,12.38,38,1010.77,7.00,10.0,13.2
1614243113,2021-02-25T09:51:53+01:00,13.06,38,1011.57,7.30,11.0,13.2
1614243711,2021-02-25T10:01:51+01:00,13.69,38,1012.37,9.90,11.0,13.3
1614244313,2021-02-25T10:11:53+01:00,14.12,37,1012.81,6.80,12.0,13.3
1614244912,2021-02-25T10:21:52+01:00,14.75,38,1013.77,8.30,13.0,13.4
1614245511,2021-02-25T10:31:51+01:00,15.38,37,1014.46,8.20,12.0,13.6
1614246114,2021-02-25T10:41:54+01:00,15.88,37,1015.34,8.20,11.0,14.6
1614246712,2021-02-25T10:51:52+01:00,16.62,37,1016.42,5.50,11.0,14.5
1614247312,2021-02-25T11:01:52+01:00,17.38,36,1017.47,4.40,11.0,14.5
1614247912,2021-02-25T11:11:52+01:00,18.19,36,1018.61,7.00,12.0,14.5
1614248512,2021-02-25T11:21:52+01:00,18.44,36,1019.07,3.30,9.0,14.5
1614249112,2021-02-25T11:31:52+01:00,19.25,36,1020.15,2.70,11.0,14.4
1614249710,2021-02-25T11:41:50+01:00,19.38,35,1020.01,10.40,10.0,14.5
1614250312,2021-02-25T11:51:52+01:00,19.62,36,1020.50,7.10,10.0,14.5
1614250912,2021-02-25T12:01:52+01:00,20.25,36,1021.36,1.40,11.0,13.3
1614251512,2021-02-25T12:11:52+01:00,20.75,36,1021.37,7.00,12.0,14.4
1614252113,2021-02-25T12:21:53+01:00,21.00,34,1021.61,8.10,11.0,14.4
1614252712,2021-02-25T12:31:52+01:00,21.31,34,1022.32,2.90,9.0,14.4
1614253314,2021-02-25T12:41:54+01:00,21.31,34,1022.39,10.50,10.0,14.4
1614253915,2021-02-25T12:51:55+01:00,21.44,34,1022.62,7.50,10.0,13.8
1614254511,2021-02-25T13:01:51+01:00,21.31,34,1022.13,8.10,12.0,13.8
1614255111,2021-02-25T13:11:51+01:00,21.00,34,1021.94,13.00,10.0,13.7
1614255709,2021-02-25T13:21:49+01:00,21.12,34,1022.44,7.00,10.0,13.8
1614256314,2021-02-25T13:31:54+01:00,21.38,35,1022.59,9.30,11.0,13.8
1614256910,2021-02-25T13:41:50+01:00,21.56,35,1022.95,8.00,12.0,13.8
1614257510,2021-02-25T13:51:50+01:00,21.88,35,1024.04,0.20,15.0,13.8
1614258110,2021-02-25T14:01:50+01:00,22.00,35,1024.09,12.60,14.0,13.8
1614258711,2021-02-25T14:11:51+01:00,21.94,35,1024.71,2.30,12.0,13.8
1614259312,2021-02-25T14:21:52+01:00,21.94,35,1024.27,7.20,12.0,13.7
1614259911,2021-02-25T14:31:51+01:00,22.06,35,1024.60,10.30,12.0,13.8
1614260512,2021-02-25T14:41:52+01:00,21.94,36,1023.55,14.00,12.0,13.8
1614261112,2021-02-25T14:51:52+01:00,21.88,36,1023.25,9.50,13.0,13.8
1614261712,2021-02-25T15:01:52+01:00,22.19,35,1024.39,8.70,13.0,13.7
1614262313,2021-02-25T15:11:53+01:00,22.31,36,1024.57,8.00,12.0,13.7
1614262912,2021-02-25T15:21:52+01:00,22.31,36,1024.69,10.50,13.0,13.7
1614263514,2021-02-25T15:31:54+01:00,22.38,36,1024.78,12.40,14.0,13.7
1614264111,2021-02-25T15:41:51+01:00,21.94,48,1023.92,13.50,11.0,13.7
1614264711,2021-02-25T15:51:51+01:00,21.81,36,1024.14,6.00,14.0,13.7
1614265312,2021-02-25T16:01:52+01:00,21.69,36,1023.55,7.50,11.0,13.7
1614265914,2021-02-25T16:11:54+01:00,21.50,37,1023.36,7.80,9.0,13.7
1614266512,2021-02-25T16:21:52+01:00,21.31,36,1023.37,8.70,11.0,13.8
1614267112,2021-02-25T16:31:52+01:00,21.06,37,1022.60,5.90,13.0,13.7
1614267713,2021-02-25T16:41:53+01:00,20.62,37,1021.69,13.40,11.0,13.7
1614268312,2021-02-25T16:51:52+01:00,20.25,37,1020.83,8.60,11.0,13.8
1614268914,2021-02-25T17:01:54+01:00,19.88,37,1019.83,5.20,10.0,13.5
1614269513,2021-02-25T17:11:53+01:00,19.50,38,1018.70,4.30,11.0,13.2
1614270112,2021-02-25T17:21:52+01:00,19.06,38,1017.54,5.60,11.0,13.1
1614270714,2021-02-25T17:31:54+01:00,18.44,38,1015.93,0.00,6.0,13.0
1614271311,2021-02-25T17:41:51+01:00,17.44,39,1014.09,1.40,8.0,12.9
1614271911,2021-02-25T17:51:51+01:00,17.00,39,1012.33,4.80,9.0,12.8
1614272513,2021-02-25T18:01:53+01:00,16.44,39,1011.16,0.00,13.0,12.8
1614322914,2021-02-26T08:01:54+01:00,7.00,39,1001.98,5.50,12.0,12.5
1614323509,2021-02-26T08:11:49+01:00,7.88,45,1002.92,4.90,13.0,12.6
1614324112,2021-02-26T08:21:52+01:00,8.94,43,1004.08,7.00,12.0,12.6
1614324712,2021-02-26T08:31:52+01:00,9.81,41,1005.25,5.90,10.0,12.7
1614325312,2021-02-26T08:41:52+01:00,10.50,40,1005.96,8.80,11.0,12.7
1614325913,2021-02-26T08:51:53+01:00,10.94,39,1006.79,10.10,12.0,12.8
1614326511,2021-02-26T09:01:51+01:00,11.38,39,1007.08,5.70,11.0,12.9
1614327110,2021-02-26T09:11:50+01:00,12.06,39,1008.05,1.30,14.0,13.0
1614327712,2021-02-26T09:21:52+01:00,13.06,38,1009.49,7.10,11.0,13.1
1614328312,2021-02-26T09:31:52+01:00,12.94,39,1009.00,7.60,11.0,13.0
1614328911,2021-02-26T09:41:51+01:00,13.62,38,1010.39,3.80,12.0,13.2
1614329511,2021-02-26T09:51:51+01:00,13.81,38,1010.28,5.30,12.0,13.1
1614330111,2021-02-26T10:01:51+01:00,14.19,38,1011.16,1.20,11.0,13.1
1614330710,2021-02-26T10:11:50+01:00,13.94,38,1010.51,0.00,12.0,13.1
1614331312,2021-02-26T10:21:52+01:00,15.06,38,1012.20,5.70,1.0,13.3
1614331912,2021-02-26T10:31:52+01:00,14.62,38,1011.75,1.40,12.0,13.2
1614332511,2021-02-26T10:41:51+01:00,15.31,38,1012.99,0.20,2.0,13.2
1614333113,2021-02-26T10:51:53+01:00,15.31,38,1012.92,5.10,2.0,13.1
1614333712,2021-02-26T11:01:52+01:00,15.31,38,1012.68,8.50,3.0,13.1
1614334313,2021-02-26T11:11:53+01:00,15.19,37,1012.72,5.00,3.0,13.1
1614334912,2021-02-26T11:21:52+01:00,15.44,37,1013.01,5.00,3.0,13.2
1614335511,2021-02-26T11:31:51+01:00,16.06,37,1013.79,1.60,1.0,13.2
1614336110,2021-02-26T11:41:50+01:00,16.00,37,1013.81,0.00,6.0,13.2
1614336713,2021-02-26T11:51:53+01:00,16.38,36,1013.94,2.40,4.0,13.1
1614337312,2021-02-26T12:01:52+01:00,16.44,36,1014.22,5.40,2.0,13.1
1614337911,2021-02-26T12:11:51+01:00,16.06,36,1013.64,4.30,3.0,13.1
1614338512,2021-02-26T12:21:52+01:00,16.38,36,1014.09,6.00,6.0,13.2
1614339113,2021-02-26T12:31:53+01:00,17.06,36,1014.99,0.30,4.0,13.3
1614339712,2021-02-26T12:41:52+01:00,17.81,37,1015.80,11.60,2.0,13.3
1614340312,2021-02-26T12:51:52+01:00,18.25,36,1016.45,3.30,3.0,13.5
1614340911,2021-02-26T13:01:51+01:00,16.88,35,1014.30,11.40,2.0,13.1
1614341512,2021-02-26T13:11:52+01:00,16.25,36,1013.63,7.10,1.0,13.1
1614342112,2021-02-26T13:21:52+01:00,15.75,37,1012.76,16.70,2.0,13.0
1614342710,2021-02-26T13:31:50+01:00,15.31,36,1012.36,16.50,3.0,13.0
1614343313,2021-02-26T13:41:53+01:00,15.12,37,1012.08,12.20,2.0,13.0
1614343912,2021-02-26T13:51:52+01:00,14.88,37,1011.73,14.70,2.0,13.0
1614344511,2021-02-26T14:01:51+01:00,14.69,38,1011.56,11.50,2.0,13.0
1614345111,2021-02-26T14:11:51+01:00,14.62,38,1011.52,10.60,2.0,12.9
1614345711,2021-02-26T14:21:51+01:00,14.69,38,1011.67,13.70,2.0,13.0
1614346312,2021-02-26T14:31:52+01:00,14.44,38,1011.26,21.50,2.0,13.0
1614346911,2021-02-26T14:41:51+01:00,14.31,38,1011.06,16.50,2.0,13.0
1614347517,2021-02-26T14:51:57+01:00,14.38,62,1011.10,10.20,3.0,13.0
1614348112,2021-02-26T15:01:52+01:00,14.50,62,1011.41,11.20,2.0,13.0
1614348712,2021-02-26T15:11:52+01:00,14.31,39,1011.18,14.50,2.0,12.9
1614349314,2021-02-26T15:21:54+01:00,13.81,39,1010.52,17.50,2.0,12.8
1614349913,2021-02-26T15:31:53+01:00,13.38,39,1010.05,12.00,3.0,12.8
1614350512,2021-02-26T15:41:52+01:00,12.81,40,1009.49,7.50,1.0,12.8
1614351113,2021-02-26T15:51:53+01:00,12.38,40,1008.99,17.10,3.0,12.8
1614351712,2021-02-26T16:01:52+01:00,12.06,41,1008.94,8.30,3.0,12.8
1614352312,2021-02-26T16:11:52+01:00,11.56,40,1008.25,6.90,4.0,12.7
1614352909,2021-02-26T16:21:49+01:00,11.19,41,1007.91,13.50,4.0,12.7
1614353512,2021-02-26T16:31:52+01:00,10.62,42,1007.32,17.10,3.0,12.7
1614354113,2021-02-26T16:41:53+01:00,10.25,42,1006.90,20.90,3.0,12.7
1614354710,2021-02-26T16:51:50+01:00,10.00,42,1006.63,12.10,3.0,12.7
1614355313,2021-02-26T17:01:53+01:00,9.69,43,1006.37,20.20,6.0,12.7
1614355914,2021-02-26T17:11:54+01:00,9.50,43,1006.35,14.40,4.0,12.7
1614356514,2021-02-26T17:21:54+01:00,9.38,43,1006.20,17.50,2.0,12.7
1614357110,2021-02-26T17:31:50+01:00,9.12,43,1005.99,20.50,3.0,12.6
1614357712,2021-02-26T17:41:52+01:00,8.88,44,1005.76,11.30,4.0,12.6
1614358311,2021-02-26T17:51:51+01:00,8.75,44,1005.56,16.40,2.0,12.6
1614358914,2021-02-26T18:01:54+01:00,8.62,44,1005.37,9.80,4.0,12.6
1614409315,2021-02-27T08:01:55+01:00,3.81,44,1002.85,9.30,3.0,12.5
1614409914,2021-02-27T08:11:54+01:00,4.19,50,1003.57,12.00,3.0,12.5
1614410513,2021-02-27T08:21:53+01:00,4.69,48,1004.51,6.80,0.0,12.6
1614411112,2021-02-27T08:31:52+01:00,4.88,48,1004.85,11.50,2.0,12.7
